"Income","Gender","Age","Ethnic","Health","HeatBreaks","MiceRats","CracksHoles","BrokenPlaster","WaterLeakage","MaintenanceDef"
150000,"Female",37,"Caucasian",1,1,"No","No","No","No",1
140000,"Male",65,"Caucasian",2,1,"No","No","No","No",1
60000,"Male",51,"Caucasian",2,1,"No","No","No","No",2
9720,"Female",62,"Hispanic",3,1,"No","Yes","Yes","Yes",4
75000,"Male",37,"Caucasian",2,1,"No","No","No","Yes",2
30000,"Female",37,"Caucasian",3,1,"No","No","Yes","No",1
32000,"Male",40,"Hispanic",1,1,"Yes","Yes","No","No",3
32000,"Male",40,"Hispanic",1,1,"Yes","Yes","No","No",3
177500,"Female",50,"Caucasian",2,1,"No","Yes","Yes","Yes",4
177500,"Female",50,"Caucasian",2,1,"No","Yes","Yes","Yes",4
177500,"Female",50,"Caucasian",2,1,"No","Yes","Yes","Yes",4
177500,"Female",50,"Caucasian",2,1,"No","Yes","Yes","Yes",4
7992,"Male",64,"African-American",3,1,"No","No","No","No",0
62160,"Female",50,"Hispanic",2,1,"No","No","No","Yes",3
62160,"Female",50,"Hispanic",2,1,"No","No","No","Yes",3
8028,"Male",61,"Hispanic",5,5,"Yes","Yes","No","Yes",6
9999999,"Female",41,"Caucasian",3,1,"No","No","No","No",2
10000,"Male",68,"Caucasian",3,1,"No","No","No","No",1
160000,"Male",38,"Caucasian",2,5,"No","No","No","No",0
160000,"Male",38,"Caucasian",2,5,"No","No","No","No",0
16372,"Male",40,"Hispanic",5,1,"No","No","No","Yes",3
16372,"Male",40,"Hispanic",5,1,"No","No","No","Yes",3
21000,"Male",52,"Hispanic",4,1,"No","No","No","No",1
21000,"Male",52,"Hispanic",4,1,"No","No","No","No",1
21000,"Male",52,"Hispanic",4,1,"No","No","No","No",1
21000,"Male",52,"Hispanic",4,1,"No","No","No","No",1
9996,"Male",56,"Hispanic",4,1,"No","No","No","No",1
8160,"Male",73,"African-American",4,1,"No","No","Yes","No",2
8628,"Female",89,"Hispanic",2,1,"Yes","Yes","Yes","No",4
8628,"Female",89,"Hispanic",2,1,"Yes","Yes","Yes","No",4
63000,"Male",36,"Caucasian",3,1,"No","No","No","No",1
13000,"Male",77,"Caucasian",1,1,"No","No","No","No",1
57000,"Male",34,"Caucasian",2,1,"Yes","Yes","Yes","Yes",5
57000,"Male",34,"Caucasian",2,1,"Yes","Yes","Yes","Yes",5
40000,"Male",40,"Caucasian",1,1,"No","No","No","No",1
7224,"Male",40,"African-American",3,1,"No","No","Yes","No",0
37000,"Female",31,"Caucasian",3,1,"No","No","No","No",1
37000,"Female",31,"Caucasian",3,1,"No","No","No","No",1
4600,"Male",56,"African-American",4,1,"No","No","No","No",2
230050,"Female",52,"Caucasian",2,2,"No","No","No","No",2
16900,"Male",45,"Caucasian",2,1,"No","No","No","No",2
40000,"Female",40,"Caucasian",3,1,"No","Yes","No","No",2
5784,"Male",67,"African-American",4,2,"Yes","Yes","Yes","Yes",0
110000,"Female",58,"Caucasian",1,1,"No","No","No","No",1
110000,"Female",58,"Caucasian",1,1,"No","No","No","No",1
9336,"Male",77,"African-American",2,1,"No","No","No","No",1
24600,"Female",32,"African-American",2,1,"Yes","No","No","No",2
24600,"Female",32,"African-American",2,1,"Yes","No","No","No",2
45200,"Male",85,"Hispanic",4,1,"No","No","No","No",1
45200,"Male",85,"Hispanic",4,1,"No","No","No","No",1
45200,"Male",85,"Hispanic",4,1,"No","No","No","No",1
45200,"Male",85,"Hispanic",4,1,"No","No","No","No",1
9000,"Male",82,"Caucasian",5,1,"No","No","No","No",1
80700,"Female",25,"Asian",1,1,"No","No","No","No",1
31000,"Male",54,"Hispanic",2,2,"Yes","No","No","No",3
31000,"Male",54,"Hispanic",2,2,"Yes","No","No","No",3
6000,"Male",67,"Hispanic",3,1,"Yes","No","Yes","Yes",3
6000,"Female",21,"Caucasian",1,1,"Yes","No","No","No",2
6000,"Female",21,"Caucasian",1,1,"Yes","No","No","No",2
6000,"Female",21,"Caucasian",1,1,"Yes","No","No","No",2
85000,"Male",43,"Caucasian",2,1,"No","No","No","No",1
180200,"Female",27,"Caucasian",2,5,"No","No","No","No",2
180200,"Female",27,"Caucasian",2,5,"No","No","No","No",2
3288,"Male",47,"Hispanic",4,1,"No","No","No","No",0
44920,"Male",47,"Caucasian",1,1,"Yes","Yes","Yes","No",3
22000,"Male",58,"Hispanic",5,4,"Yes","Yes","Yes","Yes",6
22000,"Male",58,"Hispanic",5,4,"Yes","Yes","Yes","Yes",6
22000,"Male",58,"Hispanic",5,4,"Yes","Yes","Yes","Yes",6
184000,"Male",24,"Caucasian",1,4,"No","No","Yes","Yes",4
184000,"Male",24,"Caucasian",1,4,"No","No","Yes","Yes",4
184000,"Male",24,"Caucasian",1,4,"No","No","Yes","Yes",4
184000,"Male",24,"Caucasian",1,4,"No","No","Yes","Yes",4
42000,"Male",32,"Asian",1,1,"No","No","No","No",1
31050,"Male",41,"Hispanic",4,1,"Yes","Yes","No","No",3
31050,"Male",41,"Hispanic",4,1,"Yes","Yes","No","No",3
31050,"Male",41,"Hispanic",4,1,"Yes","Yes","No","No",3
40000,"Female",38,"Caucasian",1,1,"No","No","No","No",1
15000,"Male",29,"African-American",2,5,"No","No","No","Yes",4
15000,"Male",29,"African-American",2,5,"No","No","No","Yes",4
12000,"Male",42,"Asian",2,1,"No","No","No","Yes",2
12000,"Male",42,"Asian",2,1,"No","No","No","Yes",2
7596,"Female",77,"African-American",4,3,"Yes","Yes","Yes","No",6
102035,"Male",35,"Asian",2,1,"No","No","No","No",1
102035,"Male",35,"Asian",2,1,"No","No","No","No",1
102035,"Male",35,"Asian",2,1,"No","No","No","No",1
3620,"Male",37,"Hispanic",3,1,"No","No","No","Yes",3
3620,"Male",37,"Hispanic",3,1,"No","No","No","Yes",3
21500,"Female",66,"Hispanic",4,1,"No","No","No","No",1
21500,"Female",66,"Hispanic",4,1,"No","No","No","No",1
200000,"Female",49,"Caucasian",1,1,"Yes","No","No","No",2
200000,"Female",49,"Caucasian",1,1,"Yes","No","No","No",2
140000,"Male",35,"Caucasian",1,1,"No","No","No","No",2
140000,"Male",35,"Caucasian",1,1,"No","No","No","No",2
556640,"Female",56,"Caucasian",2,1,"No","No","No","No",1
556640,"Female",56,"Caucasian",2,1,"No","No","No","No",1
556640,"Female",56,"Caucasian",2,1,"No","No","No","No",1
150000,"Male",29,"Caucasian",1,1,"No","No","No","No",1
150000,"Male",29,"Caucasian",1,1,"No","No","No","No",1
65000,"Female",70,"Caucasian",4,1,"No","No","No","Yes",0
20000,"Male",42,"Caucasian",3,5,"Yes","Yes","Yes","No",6
1556,"Male",82,"African-American",3,1,"No","No","No","No",0
231500,"Female",45,"Caucasian",1,1,"No","No","No","No",1
231500,"Female",45,"Caucasian",1,1,"No","No","No","No",1
38600,"Male",57,"African-American",5,3,"Yes","Yes","Yes","No",5
38600,"Male",57,"African-American",5,3,"Yes","Yes","Yes","No",5
42000,"Male",33,"African-American",1,4,"No","No","Yes","No",2
42000,"Male",33,"African-American",1,4,"No","No","Yes","No",2
70000,"Male",23,"Caucasian",2,4,"No","No","Yes","No",3
70000,"Male",23,"Caucasian",2,4,"No","No","Yes","No",3
7656,"Male",90,"Caucasian",2,1,"No","No","No","No",3
232000,"Male",46,"Caucasian",1,1,"No","No","No","No",2
232000,"Male",46,"Caucasian",1,1,"No","No","No","No",2
7500,"Female",52,"Asian",2,1,"Yes","Yes","Yes","No",4
7500,"Female",52,"Asian",2,1,"Yes","Yes","Yes","No",4
21990,"Male",85,"Hispanic",4,2,"No","No","No","No",3
8232,"Male",70,"Hispanic",2,1,"No","Yes","No","No",2
5046,"Female",72,"Asian",5,1,"No","No","No","No",0
32000,"Female",41,"Hispanic",2,1,"No","No","No","No",1
32000,"Female",41,"Hispanic",2,1,"No","No","No","No",1
154000,"Male",61,"Caucasian",3,1,"No","No","No","No",1
154000,"Male",61,"Caucasian",3,1,"No","No","No","No",1
70000,"Female",43,"Hispanic",2,1,"No","No","No","No",1
240200,"Female",29,"Caucasian",1,1,"No","No","No","No",1
240200,"Female",29,"Caucasian",1,1,"No","No","No","No",1
7044,"Male",61,"African-American",3,1,"No","No","Yes","No",2
7044,"Male",61,"African-American",3,1,"No","No","Yes","No",2
22464,"Male",63,"Caucasian",3,1,"Yes","Yes","Yes","Yes",5
22464,"Male",63,"Caucasian",3,1,"Yes","Yes","Yes","Yes",5
180000,"Female",50,"Asian",2,1,"No","No","No","No",1
180000,"Female",50,"Asian",2,1,"No","No","No","No",1
160400,"Female",29,"Asian",2,1,"No","No","No","Yes",2
160400,"Female",29,"Asian",2,1,"No","No","No","Yes",2
30500,"Female",38,"Hispanic",4,3,"No","No","No","No",3
30500,"Female",38,"Hispanic",4,3,"No","No","No","No",3
30500,"Female",38,"Hispanic",4,3,"No","No","No","No",3
150000,"Female",33,"Caucasian",1,1,"No","No","No","Yes",3
150000,"Female",33,"Caucasian",1,1,"No","No","No","Yes",3
14200,"Male",22,"Hispanic",4,1,"Yes","Yes","No","Yes",4
14200,"Male",22,"Hispanic",4,1,"Yes","Yes","No","Yes",4
45000,"Male",48,"Caucasian",3,1,"No","No","No","No",1
40000,"Female",46,"Hispanic",4,1,"No","No","Yes","Yes",2
40000,"Female",46,"Hispanic",4,1,"No","No","Yes","Yes",2
80000,"Female",30,"Caucasian",1,1,"Yes","Yes","No","No",3
80000,"Female",30,"Caucasian",1,1,"Yes","Yes","No","No",3
90000,"Male",27,"Caucasian",1,1,"No","No","No","No",1
11000,"Male",36,"Caucasian",1,1,"No","No","No","No",2
41000,"Female",27,"Hispanic",3,4,"Yes","No","Yes","No",4
41000,"Female",27,"Hispanic",3,4,"Yes","No","Yes","No",4
35000,"Female",40,"Other",1,1,"No","No","No","No",1
8250,"Male",58,"Hispanic",5,1,"Yes","No","Yes","No",3
51000,"Female",34,"Caucasian",1,1,"No","No","No","Yes",2
51000,"Female",34,"Caucasian",1,1,"No","No","No","Yes",2
23000,"Male",37,"Hispanic",4,1,"No","Yes","Yes","Yes",4
23000,"Male",37,"Hispanic",4,1,"No","Yes","Yes","Yes",4
23000,"Male",37,"Hispanic",4,1,"No","Yes","Yes","Yes",4
60000,"Male",27,"Caucasian",1,1,"No","No","No","Yes",2
60000,"Male",27,"Caucasian",1,1,"No","No","No","Yes",2
536640,"Female",39,"Caucasian",1,1,"No","No","No","No",1
9999999,"Female",36,"Hispanic",3,1,"No","No","No","No",1
9999999,"Female",36,"Hispanic",3,1,"No","No","No","No",1
125000,"Female",62,"Caucasian",1,1,"No","Yes","No","Yes",3
125000,"Female",62,"Caucasian",1,1,"No","Yes","No","Yes",3
190000,"Male",60,"Caucasian",1,1,"No","No","Yes","No",1
190000,"Male",60,"Caucasian",1,1,"No","No","Yes","No",1
190000,"Male",60,"Caucasian",1,1,"No","No","Yes","No",1
55000,"Female",42,"Caucasian",2,1,"No","No","Yes","No",1
25758,"Male",60,"Hispanic",2,1,"No","No","No","Yes",2
25758,"Male",60,"Hispanic",2,1,"No","No","No","Yes",2
25758,"Male",60,"Hispanic",2,1,"No","No","No","Yes",2
277000,"Female",28,"Caucasian",2,1,"No","No","No","Yes",2
277000,"Female",28,"Caucasian",2,1,"No","No","No","Yes",2
277000,"Female",28,"Caucasian",2,1,"No","No","No","Yes",2
7602,"Male",43,"Hispanic",5,1,"Yes","Yes","Yes","No",3
7602,"Male",43,"Hispanic",5,1,"Yes","Yes","Yes","No",3
85100,"Female",42,"Caucasian",2,1,"No","No","No","No",2
45000,"Female",72,"Caucasian",3,1,"No","No","No","No",1
45000,"Female",72,"Caucasian",3,1,"No","No","No","No",1
18500,"Male",50,"Hispanic",3,1,"Yes","No","No","No",2
100500,"Male",56,"Hispanic",1,1,"Yes","Yes","Yes","No",4
100500,"Male",56,"Hispanic",1,1,"Yes","Yes","Yes","No",4
100500,"Male",56,"Hispanic",1,1,"Yes","Yes","Yes","No",4
100500,"Male",56,"Hispanic",1,1,"Yes","Yes","Yes","No",4
41400,"Female",54,"Hispanic",3,2,"No","No","No","No",3
41400,"Female",54,"Hispanic",3,2,"No","No","No","No",3
41400,"Female",54,"Hispanic",3,2,"No","No","No","No",3
41400,"Female",54,"Hispanic",3,2,"No","No","No","No",3
15000,"Male",25,"Caucasian",2,1,"No","No","No","No",1
66200,"Male",55,"Hispanic",3,1,"Yes","Yes","Yes","Yes",7
66200,"Male",55,"Hispanic",3,1,"Yes","Yes","Yes","Yes",7
66200,"Male",55,"Hispanic",3,1,"Yes","Yes","Yes","Yes",7
38000,"Female",58,"African-American",4,5,"No","Yes","Yes","No",0
7200,"Female",56,"Hispanic",5,4,"No","No","Yes","Yes",6
36000,"Female",27,"Asian",3,1,"No","No","No","No",1
36000,"Female",27,"Asian",3,1,"No","No","No","No",1
36000,"Female",27,"Asian",3,1,"No","No","No","No",1
15000,"Male",38,"Hispanic",4,1,"No","No","No","No",2
15000,"Male",38,"Hispanic",4,1,"No","No","No","No",2
44000,"Female",66,"Caucasian",2,1,"No","Yes","Yes","Yes",3
101000,"Male",55,"Caucasian",4,1,"No","No","No","No",1
75000,"Male",60,"Caucasian",1,1,"No","No","No","No",1
75000,"Male",60,"Caucasian",1,1,"No","No","No","No",1
160000,"Male",51,"Caucasian",1,1,"Yes","No","No","No",2
160000,"Male",51,"Caucasian",1,1,"Yes","No","No","No",2
8220,"Male",65,"Hispanic",4,1,"No","No","No","No",2
23924,"Female",71,"Asian",4,1,"Yes","No","No","No",3
23924,"Female",71,"Asian",4,1,"Yes","No","No","No",3
2616,"Male",58,"Hispanic",2,1,"Yes","No","No","No",3
40000,"Female",45,"Caucasian",1,1,"No","No","No","No",1
212500,"Female",56,"Caucasian",3,1,"No","No","No","No",1
212500,"Female",56,"Caucasian",3,1,"No","No","No","No",1
60000,"Female",27,"Caucasian",1,1,"No","No","Yes","Yes",4
60000,"Male",56,"Caucasian",2,1,"No","No","No","No",1
67600,"Male",55,"Hispanic",2,3,"No","No","No","Yes",3
67600,"Male",55,"Hispanic",2,3,"No","No","No","Yes",3
67600,"Male",55,"Hispanic",2,3,"No","No","No","Yes",3
67600,"Male",55,"Hispanic",2,3,"No","No","No","Yes",3
700396,"Female",42,"Caucasian",1,1,"No","No","No","No",1
45200,"Female",41,"Hispanic",3,1,"No","Yes","Yes","Yes",3
45200,"Female",41,"Hispanic",3,1,"No","Yes","Yes","Yes",3
23124,"Female",74,"Hispanic",2,4,"Yes","No","Yes","Yes",6
23124,"Female",74,"Hispanic",2,4,"Yes","No","Yes","Yes",6
6260,"Female",48,"Asian",2,1,"No","No","No","No",1
6260,"Female",48,"Asian",2,1,"No","No","No","No",1
61000,"Male",37,"Caucasian",4,1,"No","No","No","No",1
61000,"Male",37,"Caucasian",4,1,"No","No","No","No",1
44000,"Male",50,"Hispanic",4,1,"No","No","No","Yes",2
44000,"Male",50,"Hispanic",4,1,"No","No","No","Yes",2
68000,"Female",50,"Asian",3,1,"Yes","Yes","Yes","No",3
68000,"Female",50,"Asian",3,1,"Yes","Yes","Yes","No",3
68000,"Female",50,"Asian",3,1,"Yes","Yes","Yes","No",3
34000,"Male",40,"Caucasian",2,1,"Yes","No","No","No",2
47000,"Female",30,"Caucasian",3,5,"Yes","Yes","Yes","No",5
47000,"Female",30,"Caucasian",3,5,"Yes","Yes","Yes","No",5
62000,"Female",35,"Caucasian",3,1,"No","No","No","No",1
80000,"Male",46,"Caucasian",1,1,"No","No","Yes","Yes",5
8140,"Male",42,"Asian",3,1,"No","No","No","No",1
8140,"Male",42,"Asian",3,1,"No","No","No","No",1
8140,"Male",42,"Asian",3,1,"No","No","No","No",1
11292,"Female",60,"African-American",5,4,"Yes","Yes","Yes","Yes",8
11292,"Female",60,"African-American",5,4,"Yes","Yes","Yes","Yes",8
7998,"Male",51,"Hispanic",3,1,"No","No","No","No",1
50000,"Male",55,"Caucasian",1,4,"Yes","No","No","Yes",4
50000,"Male",55,"Caucasian",1,4,"Yes","No","No","Yes",4
100000,"Female",57,"Caucasian",1,1,"Yes","No","No","No",2
8012,"Male",73,"African-American",5,1,"No","Yes","Yes","Yes",4
8012,"Male",73,"African-American",5,1,"No","Yes","Yes","Yes",4
8012,"Male",73,"African-American",5,1,"No","Yes","Yes","Yes",4
54000,"Female",45,"Hispanic",4,5,"No","Yes","Yes","Yes",5
54000,"Female",45,"Hispanic",4,5,"No","Yes","Yes","Yes",5
54000,"Female",45,"Hispanic",4,5,"No","Yes","Yes","Yes",5
64000,"Male",39,"Hispanic",3,1,"Yes","No","No","No",4
64000,"Male",39,"Hispanic",3,1,"Yes","No","No","No",4
10200,"Male",79,"Hispanic",2,1,"Yes","Yes","Yes","Yes",5
41000,"Female",28,"Caucasian",1,1,"No","No","No","No",2
23000,"Female",70,"African-American",2,1,"No","No","No","No",1
5400,"Male",34,"Hispanic",3,1,"No","No","No","No",1
148000,"Female",62,"Hispanic",2,1,"No","No","No","No",1
148000,"Female",62,"Hispanic",2,1,"No","No","No","No",1
148000,"Female",62,"Hispanic",2,1,"No","No","No","No",1
148000,"Female",62,"Hispanic",2,1,"No","No","No","No",1
65000,"Male",28,"Caucasian",1,5,"No","Yes","Yes","No",4
10596,"Male",70,"Caucasian",4,1,"Yes","No","No","No",0
42000,"Female",37,"Hispanic",4,1,"No","No","No","No",1
260500,"Female",59,"Caucasian",3,1,"No","No","No","No",1
260500,"Female",59,"Caucasian",3,1,"No","No","No","No",1
260500,"Female",59,"Caucasian",3,1,"No","No","No","No",1
260500,"Female",59,"Caucasian",3,1,"No","No","No","No",1
22000,"Male",22,"Caucasian",3,1,"No","No","No","No",1
22000,"Male",22,"Caucasian",3,1,"No","No","No","No",1
6700,"Male",40,"African-American",3,1,"No","No","No","No",1
63500,"Male",27,"Caucasian",1,5,"Yes","No","Yes","Yes",5
11328,"Female",86,"African-American",5,5,"Yes","Yes","Yes","Yes",7
11328,"Female",86,"African-American",5,5,"Yes","Yes","Yes","Yes",7
7300,"Male",84,"African-American",5,4,"Yes","No","No","No",0
7300,"Male",84,"African-American",5,4,"Yes","No","No","No",0
7300,"Male",84,"African-American",5,4,"Yes","No","No","No",0
23000,"Male",50,"Hispanic",4,3,"Yes","No","No","No",5
23000,"Male",50,"Hispanic",4,3,"Yes","No","No","No",5
131000,"Male",44,"Asian",1,1,"No","No","Yes","Yes",2
131000,"Male",44,"Asian",1,1,"No","No","Yes","Yes",2
175000,"Male",41,"Caucasian",1,1,"No","No","No","No",1
1049996,"Female",40,"Caucasian",1,1,"No","No","Yes","No",1
1049996,"Female",40,"Caucasian",1,1,"No","No","Yes","No",1
115250,"Female",90,"Caucasian",4,1,"No","No","No","No",1
115250,"Female",90,"Caucasian",4,1,"No","No","No","No",1
9010,"Male",25,"Caucasian",2,1,"No","No","No","No",1
120000,"Male",49,"Caucasian",1,1,"No","No","No","No",1
28000,"Male",36,"Caucasian",3,1,"Yes","No","No","No",2
138000,"Female",69,"Caucasian",1,1,"No","No","No","No",1
138000,"Female",69,"Caucasian",1,1,"No","No","No","No",1
79000,"Female",59,"Hispanic",3,1,"No","Yes","Yes","No",4
79000,"Female",59,"Hispanic",3,1,"No","Yes","Yes","No",4
79000,"Female",59,"Hispanic",3,1,"No","Yes","Yes","No",4
79000,"Female",59,"Hispanic",3,1,"No","Yes","Yes","No",4
7800,"Male",76,"Hispanic",5,1,"No","No","No","No",3
170000,"Female",60,"Caucasian",1,1,"No","No","No","No",1
170000,"Female",60,"Caucasian",1,1,"No","No","No","No",1
21000,"Female",44,"Caucasian",4,5,"No","No","Yes","No",4
125000,"Male",39,"African-American",2,1,"No","No","No","No",1
125000,"Male",39,"African-American",2,1,"No","No","No","No",1
49000,"Male",64,"African-American",3,1,"No","No","No","Yes",2
49000,"Male",64,"African-American",3,1,"No","No","No","Yes",2
12792,"Male",58,"Asian",2,1,"No","No","No","No",1
22000,"Female",55,"Asian",3,3,"No","No","Yes","No",3
60500,"Male",25,"Caucasian",2,1,"No","No","Yes","Yes",2
60500,"Male",25,"Caucasian",2,1,"No","No","Yes","Yes",2
35000,"Female",39,"African-American",1,1,"Yes","No","No","No",2
106000,"Male",46,"Caucasian",1,1,"No","No","No","No",1
77000,"Male",55,"Caucasian",3,1,"No","Yes","Yes","No",3
77000,"Male",55,"Caucasian",3,1,"No","Yes","Yes","No",3
30000,"Male",36,"Caucasian",2,1,"No","No","No","No",1
10900,"Female",82,"African-American",5,1,"No","No","No","No",0
10900,"Female",82,"African-American",5,1,"No","No","No","No",0
611640,"Female",38,"Caucasian",1,1,"No","No","No","No",2
611640,"Female",38,"Caucasian",1,1,"No","No","No","No",2
11760,"Female",81,"Caucasian",3,3,"No","No","No","No",2
32100,"Male",74,"African-American",3,5,"Yes","No","Yes","Yes",7
32100,"Male",74,"African-American",3,5,"Yes","No","Yes","Yes",7
41000,"Male",22,"Caucasian",1,4,"No","No","No","Yes",3
41000,"Male",22,"Caucasian",1,4,"No","No","No","Yes",3
14824,"Male",55,"Hispanic",3,1,"No","Yes","Yes","No",2
14824,"Male",55,"Hispanic",3,1,"No","Yes","Yes","No",2
14824,"Male",55,"Hispanic",3,1,"No","Yes","Yes","No",2
14824,"Male",55,"Hispanic",3,1,"No","Yes","Yes","No",2
1645211,"Male",38,"Caucasian",2,1,"No","No","No","No",1
1645211,"Male",38,"Caucasian",2,1,"No","No","No","No",1
100000,"Female",51,"Caucasian",2,1,"Yes","No","No","No",2
115000,"Female",30,"Caucasian",2,1,"No","No","No","Yes",2
115000,"Female",30,"Caucasian",2,1,"No","No","No","Yes",2
42000,"Male",66,"Caucasian",2,1,"No","No","No","No",2
31000,"Female",36,"Hispanic",3,1,"Yes","No","No","No",2
31000,"Female",36,"Hispanic",3,1,"Yes","No","No","No",2
9999999,"Male",55,"Hispanic",3,5,"No","No","No","No",2
57800,"Male",69,"Caucasian",1,1,"No","No","No","No",1
9999999,"Male",38,"African-American",3,1,"No","No","No","No",1
11904,"Male",64,"Hispanic",4,5,"No","No","Yes","No",4
100000,"Male",54,"Caucasian",2,1,"Yes","Yes","Yes","No",3
9999999,"Female",64,"Caucasian",5,1,"No","Yes","Yes","No",0
9999999,"Female",64,"Caucasian",5,1,"No","Yes","Yes","No",0
87000,"Female",24,"Caucasian",2,3,"Yes","No","No","Yes",4
87000,"Female",24,"Caucasian",2,3,"Yes","No","No","Yes",4
87000,"Female",24,"Caucasian",2,3,"Yes","No","No","Yes",4
10400,"Female",52,"African-American",3,1,"No","No","No","No",1
27000,"Male",48,"Caucasian",5,1,"Yes","No","No","No",2
27000,"Male",48,"Caucasian",5,1,"Yes","No","No","No",2
27000,"Male",48,"Caucasian",5,1,"Yes","No","No","No",2
36072,"Male",61,"Hispanic",4,1,"Yes","No","No","No",3
36072,"Male",61,"Hispanic",4,1,"Yes","No","No","No",3
36072,"Male",61,"Hispanic",4,1,"Yes","No","No","No",3
87000,"Male",55,"Hispanic",4,1,"Yes","Yes","No","Yes",6
87000,"Male",55,"Hispanic",4,1,"Yes","Yes","No","Yes",6
87000,"Male",55,"Hispanic",4,1,"Yes","Yes","No","Yes",6
87000,"Male",55,"Hispanic",4,1,"Yes","Yes","No","Yes",6
96800,"Male",56,"Asian",5,1,"No","Yes","Yes","No",3
96800,"Male",56,"Asian",5,1,"No","Yes","Yes","No",3
140000,"Male",40,"Hispanic",1,1,"No","No","Yes","Yes",2
96000,"Female",42,"Caucasian",2,1,"No","No","No","No",1
11625,"Male",49,"Caucasian",1,1,"No","No","No","No",1
536640,"Male",42,"Caucasian",2,1,"No","No","No","No",1
536640,"Male",42,"Caucasian",2,1,"No","No","No","No",1
51000,"Male",48,"Caucasian",1,1,"Yes","No","No","No",2
112300,"Male",64,"Caucasian",1,3,"No","No","No","No",2
112300,"Male",64,"Caucasian",1,3,"No","No","No","No",2
163000,"Female",30,"Caucasian",3,1,"Yes","No","No","Yes",3
163000,"Female",30,"Caucasian",3,1,"Yes","No","No","Yes",3
163000,"Female",30,"Caucasian",3,1,"Yes","No","No","Yes",3
296000,"Female",26,"Caucasian",1,1,"No","No","No","No",1
296000,"Female",26,"Caucasian",1,1,"No","No","No","No",1
296000,"Female",26,"Caucasian",1,1,"No","No","No","No",1
31000,"Male",38,"Hispanic",4,1,"Yes","No","No","No",2
31000,"Male",38,"Hispanic",4,1,"Yes","No","No","No",2
31000,"Male",38,"Hispanic",4,1,"Yes","No","No","No",2
31000,"Male",38,"Hispanic",4,1,"Yes","No","No","No",2
28000,"Male",32,"Caucasian",1,1,"No","No","No","No",1
11150,"Female",22,"Caucasian",1,1,"Yes","Yes","No","Yes",4
11150,"Female",22,"Caucasian",1,1,"Yes","Yes","No","Yes",4
7800,"Male",57,"Hispanic",4,1,"No","No","No","No",1
604640,"Male",44,"Caucasian",1,1,"No","No","No","No",1
604640,"Male",44,"Caucasian",1,1,"No","No","No","No",1
86680,"Female",57,"Hispanic",3,1,"No","No","No","No",1
86680,"Female",57,"Hispanic",3,1,"No","No","No","No",1
86680,"Female",57,"Hispanic",3,1,"No","No","No","No",1
12252,"Male",80,"Hispanic",3,3,"No","No","Yes","No",4
50000,"Male",42,"Caucasian",2,3,"No","Yes","No","No",3
50000,"Male",42,"Caucasian",2,3,"No","Yes","No","No",3
9999999,"Female",18,"Caucasian",2,1,"No","No","No","No",1
7992,"Male",78,"Hispanic",4,1,"No","No","No","No",1
74000,"Female",40,"Hispanic",1,1,"No","No","No","No",1
74000,"Female",40,"Hispanic",1,1,"No","No","No","No",1
74000,"Female",40,"Hispanic",1,1,"No","No","No","No",1
8100,"Male",79,"Hispanic",4,1,"Yes","No","No","Yes",3
133000,"Male",51,"Caucasian",1,1,"No","No","No","No",1
37000,"Male",48,"Caucasian",3,1,"No","No","No","No",1
160000,"Female",35,"Caucasian",2,1,"No","No","No","Yes",3
105000,"Male",35,"Caucasian",2,1,"No","No","No","No",1
105000,"Male",35,"Caucasian",2,1,"No","No","No","No",1
263673,"Male",44,"Caucasian",1,2,"No","No","No","Yes",5
137000,"Female",36,"Caucasian",1,1,"No","No","No","No",2
137000,"Female",36,"Caucasian",1,1,"No","No","No","No",2
13000,"Male",54,"Hispanic",2,1,"No","No","No","No",1
140000,"Female",24,"Hispanic",1,1,"No","No","No","No",1
140000,"Female",24,"Hispanic",1,1,"No","No","No","No",1
8000,"Male",52,"Hispanic",2,1,"No","No","Yes","No",1
8000,"Male",52,"Hispanic",2,1,"No","No","Yes","No",1
63000,"Female",36,"Hispanic",4,1,"Yes","No","Yes","No",2
63000,"Female",36,"Hispanic",4,1,"Yes","No","Yes","No",2
40000,"Male",72,"Caucasian",3,1,"No","No","Yes","Yes",3
62776,"Female",65,"Hispanic",2,5,"No","No","No","No",4
62776,"Female",65,"Hispanic",2,5,"No","No","No","No",4
62776,"Female",65,"Hispanic",2,5,"No","No","No","No",4
25000,"Male",41,"African-American",3,4,"No","Yes","Yes","No",5
25000,"Male",41,"African-American",3,4,"No","Yes","Yes","No",5
25000,"Male",41,"African-American",3,4,"No","Yes","Yes","No",5
45000,"Male",30,"Asian",3,1,"No","No","No","No",2
45000,"Male",30,"Asian",3,1,"No","No","No","No",2
56000,"Male",49,"Caucasian",2,2,"No","No","No","No",2
140000,"Male",27,"Caucasian",1,1,"No","No","No","No",1
140000,"Male",27,"Caucasian",1,1,"No","No","No","No",1
54500,"Female",24,"Hispanic",1,1,"No","No","No","No",1
54500,"Female",24,"Hispanic",1,1,"No","No","No","No",1
166800,"Male",53,"African-American",4,1,"No","No","No","No",1
166800,"Male",53,"African-American",4,1,"No","No","No","No",1
166800,"Male",53,"African-American",4,1,"No","No","No","No",1
52010,"Female",47,"Caucasian",2,1,"Yes","No","No","No",2
52010,"Female",47,"Caucasian",2,1,"Yes","No","No","No",2
